frame,elapsed_time,target_x,target_y,target_z,finger_x,finger_y,finger_z,head_x,head_y,head_z,0_x,0_y,0_z,0_c,1_x,1_y,1_z,1_c,2_x,2_y,2_z,2_c,3_x,3_y,3_z,3_c,4_x,4_y,4_z,4_c,5_x,5_y,5_z,5_c,6_x,6_y,6_z,6_c,7_x,7_y,7_z,7_c,8_x,8_y,8_z,8_c,9_x,9_y,9_z,9_c,10_x,10_y,10_z,10_c,11_x,11_y,11_z,11_c,12_x,12_y,12_z,12_c,13_x,13_y,13_z,13_c,14_x,14_y,14_z,14_c,15_x,15_y,15_z,15_c,16_x,16_y,16_z,16_c,17_x,17_y,17_z,17_c,18_x,18_y,18_z,18_c,19_x,19_y,19_z,19_c,20_x,20_y,20_z,20_c,21_x,21_y,21_z,21_c,22_x,22_y,22_z,22_c,23_x,23_y,23_z,23_c,24_x,24_y,24_z,24_c,25_x,25_y,25_z,25_c,26_x,26_y,26_z,26_c,27_x,27_y,27_z,27_c,28_x,28_y,28_z,28_c,29_x,29_y,29_z,29_c,30_x,30_y,30_z,30_c,31_x,31_y,31_z,31_c,32_x,32_y,32_z,32_c,33_x,33_y,33_z,33_c,34_x,34_y,34_z,34_c,35_x,35_y,35_z,35_c,36_x,36_y,36_z,36_c,37_x,37_y,37_z,37_c,38_x,38_y,38_z,38_c,39_x,39_y,39_z,39_c,40_x,40_y,40_z,40_c,41_x,41_y,41_z,41_c,42_x,42_y,42_z,42_c,43_x,43_y,43_z,43_c,44_x,44_y,44_z,44_c,45_x,45_y,45_z,45_c,46_x,46_y,46_z,46_c,47_x,47_y,47_z,47_c,48_x,48_y,48_z,48_c,49_x,49_y,49_z,49_c
125,2.776485137,0.553598404,1.035488606,-1.652401805,0.565690815,1.074291587,-1.661303878,0.432737823,1.424678467,-1.455722534,0.334065491,1.570204956,-1.342411499,7.682768345,0.447013245,1.561035522,-1.473917847,4.537127018,0.397042755,1.628781982,-1.361129883,3.713141203,0.351924896,1.423553101,-1.489397949,5.368611813,0.46080835,1.372821411,-1.504191772,6.384998798,0.517558777,1.411551392,-1.417908325,3.983019114,0.222268143,1.388555542,-1.259302612,4,0.197436829,1.316105713,-1.339737549,4.341997623,0.266971344,1.15765271,-1.368807617,4,0.334544891,1.091963135,-1.52707251,14.63184261,0,0,0,-1,0,0,0,-1,0,0,0,-1,0.56528064,1.068881104,-1.660967163,6.609475613,0.431090546,1.073535522,-1.621176147,4,0.460869324,1.109732666,-1.605540161,3.862593889,0,0,0,-1,0.515169128,1.0562948,-1.598146973,5.890479088,0.440088898,1.423524292,-1.114111572,4,0.538165527,1.348829346,-1.089093628,15.08578587,0.527334534,1.139404053,-1.11188623,4,0.560183044,1.125390259,-1.197610718,4.073017597,0.542248108,1.113863647,-1.428331543,4,0.55393689,1.148819458,-1.422666138,7.573405266,0.558162842,1.178001953,-1.437458862,4,0.571653748,1.222987305,-1.43911377,36.5746994,0.558014832,1.104900146,-1.329015015,4,0.572493896,1.156206787,-1.303748413,56.63424683,0.525367798,1.193586548,-1.323955811,4,0.546657715,1.217858154,-1.375021973,3.880167961,0,0,0,-1,0.439491364,1.246672852,-1.248131958,6.353875637,0.252845367,1.347452881,-1.107856445,4,0.225298859,1.144523315,-1.009419128,5.233379364,0.314143402,0.961940247,-0.912133606,4,0.184809097,0.974499329,-0.97510376,5.011910915,0.231002716,0.98178479,-1.215262329,4,0.212545761,0.546149231,-1.271652466,4.901579857,0.199433456,0.337727234,-1.248781372,4,0.173047714,0.139221527,-1.211383057,13.75422668,0,0,0,-1,0.12699231,0.067881187,-1.088140259,3.877251863,0.173147064,0.066513908,-1.265579102,4,0.428191803,0.955692871,-1.121541382,7.682599068,0.399066833,0.491815491,-1.183664063,9.891628265,0.415694275,0.303536682,-1.170328369,4,0.387378265,0.122016479,-1.158358276,14.41524506,0.390299744,0.053981514,-1.228096191,4,0.385122284,0.094389664,-1.011083801,6.767363071,0.437751251,0.009281748,-1.160109497,4
126,2.79870079,0.547585011,1.02899909,-1.652276278,0.565364182,1.063596606,-1.660808086,0.431750702,1.418497314,-1.457910156,0.334693512,1.5664823,-1.345032959,5.676897526,0.446641815,1.555534424,-1.476998901,4.538361073,0.397464752,1.624158203,-1.364665039,3.79573226,0.351309662,1.418288696,-1.490259399,4.850881577,0.459187317,1.366556152,-1.50488501,13.49521732,0.517176086,1.406344604,-1.419562012,4.876672268,0.222724091,1.386729614,-1.260481934,4,0.19754097,1.312298462,-1.339435913,4.340771675,0.267205353,1.152922485,-1.36885437,4,0.334953033,1.085833496,-1.525740723,8.909526825,0,0,0,-1,0,0,0,-1,0,0,0,-1,0.564762512,1.059668823,-1.660693481,6.535476208,0.429825287,1.066407471,-1.620638672,4,0.460772522,1.101606567,-1.605062256,3.857420206,0.473251343,1.047905518,-1.539176147,4,0.514744324,1.047041504,-1.597685059,6.569254398,0.440994843,1.421730835,-1.115866089,4,0.540091553,1.348167114,-1.091452759,7.62968111,0.527674622,1.137662231,-1.111951294,4,0.559929138,1.122342285,-1.197320679,4.60185194,0.541037598,1.10874707,-1.427946045,4,0.552998047,1.14409082,-1.422817017,7.568154335,0.557765259,1.172529541,-1.43674353,4,0.571021484,1.217663696,-1.439114624,11.76680279,0.557136414,1.100575562,-1.328631104,4,0.571848877,1.152259033,-1.304139771,56.60878754,0.522294922,1.186905029,-1.324696411,4,0.546168579,1.213328613,-1.375195435,4.025368214,0,0,0,-1,0.439375366,1.243474976,-1.248056519,6.360632896,0,0,0,-1,0.226077957,1.144392212,-1.007008911,4.781653881,0.314659454,0.961321167,-0.909111877,4,0.185255127,0.973923584,-0.971332397,5.008088589,0.230371964,0.981511841,-1.211546387,4,0.2121595,0.546422424,-1.270033569,4.038051128,0.199010834,0.337763702,-1.247968994,4,0.17292482,0.139573013,-1.211526978,13.75260067,0,0,0,-1,0.126988632,0.067747269,-1.08816687,3.877287865,0.172879272,0.066368065,-1.265540161,4,0.429296143,0.956608459,-1.117895996,6.852451324,0.397786499,0.491590454,-1.182390869,4,0.415641479,0.303436401,-1.170503418,4.575694561,0.386832916,0.121820457,-1.158798584,4,0.390204163,0.0540219,-1.228097046,3.248389244,0.384879181,0.093782539,-1.011568787,4,0.437592529,0.009144449,-1.16022522,4.572129726
127,2.809908761,0.541529417,1.022571325,-1.652028084,0.564750135,1.057909489,-1.660647988,0.431716888,1.415746094,-1.458324951,0.334892639,1.563210571,-1.348275024,14.51332855,0.446490814,1.552314941,-1.478679077,4.302170277,0.397734314,1.621561768,-1.366754028,3.531064034,0.351129272,1.41484082,-1.490681885,6.118828297,0.458460846,1.362894165,-1.505302856,13.49712467,0.517123535,1.404346069,-1.420224609,11.55912113,0.222850464,1.385602417,-1.260726318,4.195269108,0.197978485,1.308690796,-1.337627808,4,0.267357208,1.151456177,-1.367710205,10.28851795,0.334791748,1.081997559,-1.524890381,4,0,0,0,-1,0,0,0,-1,0,0,0,-1,0.563372314,1.053195679,-1.660355835,4,0.429292419,1.063765137,-1.620871582,5.18401289,0.460583466,1.096370239,-1.60482373,4,0.468610626,1.051121094,-1.543337158,4.057667732,0.514542603,1.042229248,-1.597816528,4,0.441470673,1.421314819,-1.116439941,4.554696083,0.53961554,1.345482666,-1.090637817,4,0.527652588,1.136662109,-1.111483521,11.69425201,0.5599151,1.12069397,-1.197013184,4,0.540481201,1.107042358,-1.427862183,17.34081459,0.551396545,1.141050293,-1.42291626,4,0.557077209,1.170395752,-1.436873779,4.838506699,0.570604919,1.214401611,-1.439108887,4,0.55679071,1.099003296,-1.328430298,5.946362019,0.572764038,1.149811768,-1.303404297,4,0.52390686,1.187084229,-1.324338623,35.03123474,0.545949768,1.210562134,-1.375447632,4,0,0,0,-1,0.444042755,1.245440918,-1.246643921,4,0,0,0,-1,0.226387283,1.144245117,-1.005555298,4,0.314788879,0.961167664,-0.907921265,4.033435822,0.185450043,0.973642822,-0.968969604,4,0.230133316,0.981537476,-1.209929443,4.649028301,0.211964508,0.546523926,-1.268889038,4,0.198897415,0.338042572,-1.247442505,3.946208239,0.172704041,0.139361008,-1.211227783,4,0,0,0,-1,0.126928703,0.067661491,-1.088033081,4,0.172809433,0.06657164,-1.265557617,3.478465319,0.429262451,0.956556702,-1.115994995,4,0.400154938,0.493354279,-1.182591553,33.55123901,0.415390533,0.303359375,-1.170029541,4,0.386791443,0.121472099,-1.158267334,14.41983604,0.390067444,0.054059769,-1.227860718,4,0.384681793,0.093649361,-1.011666077,9.771654129,0.437625488,0.009231723,-1.160168213,4
128,2.83203732,0.533147514,1.014690161,-1.652130365,0.56191051,1.047094107,-1.660540342,0.429830719,1.409538086,-1.459985352,0.335134247,1.559530396,-1.350162231,10.54558563,0.446912048,1.546364746,-1.481969238,5.069469929,0.398342285,1.616770874,-1.370171387,3.538638353,0.350805054,1.408853149,-1.491651978,15.62956619,0.457023041,1.356889771,-1.505728394,13.50279713,0.516336853,1.397588623,-1.42264978,11.579319,0.223439224,1.382197388,-1.26111499,4,0.198389313,1.304111206,-1.336122192,4.118728638,0.26870401,1.146797119,-1.366310791,4,0.334195801,1.07606604,-1.524958862,12.03471088,0,0,0,-1,0,0,0,-1,0,0,0,-1,0.560542236,1.043470581,-1.661043335,4.991622925,0.427276733,1.054431152,-1.620536621,4,0.459525909,1.087898193,-1.605194702,3.848720074,0.468464691,1.044264893,-1.544486084,4,0.512799316,1.033481201,-1.598274414,9.93859005,0.442708069,1.419024658,-1.11874585,4,0.541205261,1.343577881,-1.092243286,5.236407757,0.528990479,1.134982788,-1.111658691,4,0.560041931,1.117417725,-1.196582764,4.603561878,0.537297302,1.097834106,-1.426838135,4,0.550996399,1.135258545,-1.422704834,6.553911209,0.556447327,1.161594727,-1.434487183,4,0.570022339,1.209064209,-1.439261108,14.02116966,0.555768616,1.093290161,-1.328057373,4,0.571496399,1.145079468,-1.304609497,7.015646935,0.523476074,1.181581421,-1.32472583,4,0.545552246,1.205991821,-1.375681152,4.246095657,0.410627167,1.056227295,-1.183318481,4,0.444151276,1.242019165,-1.246103149,16.22028923,0.257881531,1.354202271,-1.098994751,4,0.227047485,1.144073486,-1.002970032,5.129256725,0.315478271,0.960313965,-0.903887146,4,0.185781891,0.973035828,-0.965013245,5.254902363,0.229423889,0.981263916,-1.205060181,4,0.211628601,0.546708618,-1.266748291,5.93226099,0.198755234,0.338049377,-1.246069946,4,0.172526169,0.139523987,-1.210789917,13.75584602,0,0,0,-1,0.126579422,0.067371925,-1.087863281,4.700033188,0.172746124,0.066593849,-1.265369141,4,0.428042389,0.954972961,-1.113384766,11.87312222,0.424863098,0.52396405,-1.172733643,4,0.415872345,0.302996796,-1.169497437,4.009521484,0.387510468,0.121939445,-1.157822754,4,0.390375671,0.054534889,-1.227651978,3.26833725,0.384595795,0.093317978,-1.011460449,4,0.437868866,0.009388459,-1.159866211,4.571932793
129,2.854279659,0.525757134,1.008837342,-1.652392149,0.558229208,1.037659287,-1.661480188,0.430083038,1.403778198,-1.459921631,0.335372955,1.553528687,-1.352905029,5.596081734,0.445760132,1.540678101,-1.484438721,5.26106596,0.398853027,1.610838379,-1.374425781,3.719708681,0.351116364,1.402700928,-1.492228882,22.52463913,0.455406891,1.349607666,-1.507060425,14.90350723,0.515479248,1.391904053,-1.425053833,12.44603825,0.224245895,1.378706787,-1.260631348,8.119791985,0.198648788,1.299385254,-1.335028198,4,0.268908325,1.14217981,-1.364418335,10.89783764,0.332885071,1.068934326,-1.524010742,4,0,0,0,-1,0,0,0,-1,0.513204651,0.982515686,-1.583036133,11.81394482,0.555787231,1.031662842,-1.661956055,4,0.425023834,1.045615723,-1.620231689,5.167647362,0.457422028,1.078664063,-1.604982422,4,0.466729065,1.036574341,-1.544571411,9.584298134,0.507312744,1.016905884,-1.595884766,4,0.44384787,1.416697998,-1.120166992,4.164675236,0.5427901,1.341235352,-1.093995605,4,0.529126648,1.133095459,-1.110771606,17.30696678,0.560079773,1.113846558,-1.195976563,4,0.536692261,1.093425903,-1.426703369,18.62492561,0.549974182,1.129799438,-1.423094849,4,0.555605408,1.156075317,-1.434107666,16.96619034,0.569076721,1.202752197,-1.439291992,4,0.555547485,1.089448486,-1.327515503,5.447638512,0.571640198,1.140848755,-1.30530957,4,0.523948242,1.178456055,-1.32529895,6.874680996,0.544829285,1.200400024,-1.375952393,4,0.410419769,1.05434375,-1.180345581,16.16081238,0.443111603,1.237632935,-1.246126221,4,0.259645416,1.34800708,-1.108261963,11.1598177,0.227810318,1.143327271,-0.999931335,4,0.315936066,0.959507324,-0.900727661,4.818642616,0.186216568,0.972264771,-0.960153992,4,0.2287901,0.980663696,-1.20109082,4.596643448,0.211793121,0.546254517,-1.263981812,4,0.19817981,0.338260345,-1.244852661,4.042306423,0.171818695,0.1395056,-1.209994141,4,0,0,0,-1,0.126279221,0.066658554,-1.087759277,4,0.17232547,0.066817703,-1.265207886,3.478471756,0.427294952,0.953995605,-1.109891602,4,0.4202724,0.517717468,-1.173943115,5.781951427,0.415965302,0.303397217,-1.169320068,4,0.388352173,0.122851013,-1.157355347,19.96061516,0.390575684,0.054834286,-1.227034546,4,0.384932129,0.093433975,-1.010515076,7.166086674,0.438208649,0.00967403,-1.159112793,4
130,2.876492087,0.517858684,1.003024936,-1.652623892,0.554187238,1.027547121,-1.662376761,0.430297882,1.398205444,-1.462346558,0.335790222,1.549267578,-1.355775513,5.597754955,0.445029114,1.53371936,-1.488094727,4.685930729,0.399052948,1.606005615,-1.378052612,3.578943729,0.349450867,1.396685425,-1.493201172,22.50161171,0.453870331,1.343090942,-1.508382446,14.92054367,0.514569153,1.386249268,-1.427763184,6.646628857,0.224950195,1.375528442,-1.260454956,8.110876083,0.2017612,1.290638184,-1.330319946,4,0.268947449,1.137891602,-1.362769409,5.944894791,0.33162851,1.062536621,-1.522188965,4,0,0,0,-1,0,0,0,-1,0.509949951,0.973960754,-1.583360107,5.796137333,0.551012756,1.021997192,-1.663251465,4,0.420112946,1.039660034,-1.620609497,4.813721657,0.454957825,1.070136963,-1.604574341,4,0.465995697,1.029868652,-1.54626062,10.58056259,0.504779816,1.011220764,-1.600863403,4,0.445795044,1.414225464,-1.121847534,4.512733936,0.544333313,1.339145142,-1.095678833,4,0.529284668,1.13076062,-1.110086426,6.968394279,0.55981781,1.110684692,-1.195665894,4,0.536457458,1.088587769,-1.425895142,27.77231598,0.548665649,1.125122559,-1.423307861,4,0.554295227,1.151305176,-1.434538696,6.034869671,0.568097778,1.197096313,-1.438961792,4,0.553896301,1.08461084,-1.326974121,4.435603619,0.568903259,1.134871582,-1.304585327,4,0.524187439,1.175247803,-1.325866089,6.867396832,0.544416016,1.195919312,-1.376407349,4,0.410390961,1.0523573,-1.17828894,16.1873951,0.442274353,1.232904907,-1.247196533,4,0,0,0,-1,0.228758743,1.1430448,-0.997324768,4,0.316416779,0.958656311,-0.897406189,5.449368954,0.186542313,0.971583191,-0.956257019,4,0.228176422,0.980018982,-1.19759314,4.598119259,0.211817001,0.545930054,-1.262189941,4,0.197779449,0.338331207,-1.243998413,4.583386421,0.171323792,0.139664398,-1.210065918,4,0,0,0,-1,0.125896164,0.06605854,-1.087533203,4,0.171928558,0.066997978,-1.265255737,3.478477955,0.42749826,0.954152893,-1.106839355,4,0.421136536,0.517791931,-1.173684937,17.04244614,0.416375061,0.303798492,-1.169148804,4,0.38860141,0.122869141,-1.155368286,8.193875313,0.390737244,0.054845982,-1.227096191,4,0.385110962,0.093323532,-1.01004126,5.958887577,0.438122894,0.009283702,-1.159405396,4
131,2.898755247,0.50719142,0.995720804,-1.653152108,0.54809469,1.015693307,-1.663503885,0.428602081,1.391861938,-1.464046753,0.335829834,1.545149414,-1.358344238,4.52769661,0.444061096,1.527958008,-1.490188477,4.544626713,0.399358551,1.600980103,-1.381649292,3.85441947,0.347514771,1.389988403,-1.494105103,11.88924694,0.451640778,1.336440918,-1.509254272,29.55487061,0.513534058,1.380405762,-1.430011719,4.493825912,0.225556412,1.372978638,-1.26064624,5.836972237,0.200633774,1.295555176,-1.337825928,4,0.268313293,1.134283325,-1.361634888,5.05868721,0.329722748,1.056083984,-1.520155396,4,0,0,0,-1,0,0,0,-1,0.505407104,0.964891968,-1.583454834,5.817088604,0.545348083,1.012052612,-1.664050293,4,0.418975464,1.028537231,-1.616720093,4.998959541,0.450845398,1.060377319,-1.60525293,4,0.464087372,1.022848206,-1.546584473,4.662786007,0.501635834,1.001815552,-1.60262561,4,0.447563568,1.412166504,-1.124309448,3.973421812,0.545888733,1.336840576,-1.097810425,4,0.529531921,1.127743652,-1.10936145,6.972267151,0.559552246,1.10718689,-1.195539551,4,0.5473573,1.090596802,-1.427450806,19.89810562,0.547652527,1.119496582,-1.423464355,4,0.553559998,1.146194458,-1.434675659,6.046870232,0.566156372,1.191907227,-1.438675659,4,0.553452637,1.079984619,-1.326288574,5.455915451,0.568664673,1.130909302,-1.305749878,4,0.524299683,1.172185181,-1.327045166,5.521010399,0.543825012,1.1915271,-1.376815918,4,0.410141541,1.049894897,-1.17563855,16.22177505,0.440872711,1.227481445,-1.246965088,4,0,0,0,-1,0.229602585,1.143099365,-0.995053162,4,0.317109222,0.958330017,-0.894076904,9.886601448,0.187040619,0.971364441,-0.952485229,4,0.227574677,0.979550476,-1.193987183,4.599654198,0.210820877,0.546569031,-1.26035144,4,0.197050491,0.338120911,-1.242716064,3.60824585,0.17064621,0.139698318,-1.210113647,4,0,0,0,-1,0.12558812,0.066043243,-1.087376099,4,0.171571869,0.066853218,-1.265368042,3.478634834,0.426026184,0.952159607,-1.104580933,4,0.422500092,0.517503418,-1.174967896,42.46966934,0.41640451,0.303266174,-1.168466309,4,0.388515839,0.122848274,-1.154517334,8.19539547,0.390809875,0.054944744,-1.227181885,4,0.384854736,0.09303817,-1.010462463,22.26006126,0.438036865,0.008973252,-1.159792236,4
132,2.921049491,0.498536229,0.989998043,-1.653565645,0.541076779,1.006107807,-1.664261937,0.426488373,1.385718994,-1.465446167,0.335710327,1.539824829,-1.361098999,4.17550993,0.443405853,1.522911255,-1.492568359,4.522714138,0.39957962,1.595532593,-1.386376953,3.585335255,0.345760437,1.384127563,-1.49483374,11.87754822,0.449141174,1.328804932,-1.510132202,17.02135849,0.512316101,1.37378833,-1.432976074,4.767334938,0.226235062,1.370207153,-1.261415527,5.034222126,0.200786957,1.291870117,-1.337141479,4,0.267545471,1.130265503,-1.358709961,4.726583004,0,0,0,-1,0,0,0,-1,0,0,0,-1,0.499437866,0.953980042,-1.582473755,5.844061852,0.536638,1.00002063,-1.664282715,4,0.413483917,1.018444458,-1.614860229,4.330880165,0.445879211,1.050013672,-1.604423584,4,0.459487488,1.012781494,-1.547114868,4.472378254,0.498489166,0.991952637,-1.600551758,4,0.449235779,1.410073853,-1.126359131,3.971470833,0.547373108,1.334246704,-1.099439575,4,0.530066895,1.125822632,-1.108763184,6.973597527,0.559625488,1.10375647,-1.195420654,4,0.543180847,1.081981323,-1.425772949,19.98551941,0.545774109,1.114721069,-1.423818604,4,0.551897461,1.140685547,-1.43462146,3.855507612,0.565775269,1.185332153,-1.438667114,4,0.552283203,1.075204102,-1.325756348,5.460273266,0.56772345,1.126365356,-1.305527588,4,0.524789734,1.16879895,-1.327640015,5.515670776,0.54247052,1.185557861,-1.376556763,4,0.409892395,1.048072998,-1.172381104,16.25837517,0,0,0,-1,0.263587952,1.344575439,-1.109158203,5.061424255,0.230542099,1.142862549,-0.992369995,4,0.318116638,0.957859802,-0.890730713,4.222112656,0.187822891,0.970964966,-0.948075012,4,0.227190796,0.97930365,-1.189492798,4.653205872,0.210475693,0.546985901,-1.257940186,4,0.196475601,0.338888702,-1.241569946,3.908427954,0.170290726,0.140050674,-1.209560425,4,0,0,0,-1,0.125498978,0.066109352,-1.087494751,4,0.171309845,0.067264717,-1.265409424,3.478487015,0.427189087,0.953444336,-1.10043689,4,0.422840027,0.517846191,-1.173388916,42.48617935,0.416716339,0.303718262,-1.167866821,4,0.388797974,0.122972488,-1.155844849,10.37643337,0.391007355,0.055170292,-1.226934937,4,0.384904205,0.092785637,-1.010479309,10.71318722,0.43829599,0.009145815,-1.159501709,4
133,2.943215292,0.489375144,0.984415591,-1.654102564,0.535091758,0.994364083,-1.66405344,0.422511322,1.379820801,-1.466619507,0.335970276,1.535651733,-1.363810791,4.526311874,0.441624725,1.51575061,-1.495980469,4.66021347,0.399712006,1.590565918,-1.390141968,3.471656322,0.342459442,1.377490967,-1.49547168,22.42448044,0.447298615,1.322477295,-1.510957764,17.05251122,0.511039246,1.367224365,-1.435430786,3.528780222,0.227268707,1.366175293,-1.26015332,4,0.200992752,1.288879761,-1.336122437,4.79761219,0.266317719,1.125057251,-1.356158447,4,0,0,0,-1,0,0,0,-1,0,0,0,-1,0.492926178,0.942618103,-1.581131592,4,0.530931641,0.987653198,-1.664072998,6.448973179,0.407223999,1.008277222,-1.612622803,4,0.441411865,1.040480591,-1.603314087,4.639110565,0.454343262,1.001748352,-1.54875647,4,0.492387909,0.979813354,-1.600853149,5.240091324,0.451452698,1.407391602,-1.12923291,4,0.548902344,1.331956299,-1.101701538,4.999588013,0.531072021,1.1229021,-1.107991089,4,0.55980835,1.100245605,-1.195813477,4.608892918,0.540416687,1.074682129,-1.425429565,4,0,0,0,-1449.506958,0.550148682,1.134171997,-1.434540771,4,0.564467773,1.180403076,-1.438915649,17.13440132,0.55111853,1.069700562,-1.32524585,4,0.566714172,1.12195105,-1.30595459,4.52726984,0.52498761,1.165209229,-1.328937622,4,0.541127991,1.18051416,-1.376129272,11.2678318,0.409897644,1.046540039,-1.168289185,4,0.444094666,1.223300049,-1.245157837,6.47032547,0.265021729,1.343157837,-1.109058594,4,0.231773132,1.142670044,-0.989956909,4.275705814,0.318863037,0.956925842,-0.887371399,4,0.188662781,0.97060376,-0.944213013,3.452273607,0.227249634,0.979392822,-1.185013062,4,0.210184708,0.547438293,-1.255824951,11.63104057,0.196246811,0.339082947,-1.23988855,4,0.170246643,0.140399811,-1.209393921,13.76143932,0,0,0,-1,0.125528397,0.066022087,-1.087395264,5.983480453,0.17139566,0.067234337,-1.265345215,4,0.427469574,0.952654907,-1.097707275,4.082690239,0.433431091,0.522135559,-1.178640503,4,0.41706842,0.303614349,-1.166764404,4.417603493,0.389256836,0.122977852,-1.154708252,4,0.391281097,0.055309769,-1.226911499,3.260389566,0.384830017,0.092499176,-1.010464966,4,0.438476624,0.009420039,-1.158991211,5.48658371
134,2.965367604,0.479750872,0.978386998,-1.653859138,0.527167976,0.980487585,-1.663837552,0.420569733,1.373904663,-1.46807666,0.335855927,1.531329224,-1.366253784,4.169696331,0.439244263,1.509380737,-1.499892578,4.316139221,0.399591553,1.58575,-1.394072632,3.4515481,0.341431152,1.371635498,-1.49572168,17.74283218,0.445104462,1.316289063,-1.512091187,17.08606911,0.509831421,1.361866211,-1.437432739,4.543971062,0.227372482,1.363865845,-1.260674194,4,0.200812271,1.2857677,-1.334993652,4.800555706,0.264452545,1.121022461,-1.35382312,4,0.318331146,1.037795654,-1.516481812,49.65526199,0,0,0,-1,0,0,0,-1,0.487045319,0.93279541,-1.579317139,4,0.5242099,0.975791138,-1.663128052,6.43255043,0.401704712,0.999557007,-1.611294312,4,0.436122406,1.03085083,-1.602333008,4.633732796,0.449658478,0.989660889,-1.545455078,4,0.484353516,0.969117676,-1.600765503,8.632925987,0.452504181,1.405174683,-1.130962036,4,0.550298401,1.329510132,-1.103338623,5.47469759,0.531601563,1.121157959,-1.107645386,4,0.55976947,1.097098877,-1.19613501,4.610481739,0.539547302,1.070187378,-1.425114136,4,0.554021973,1.155055054,-1.467293945,5.656015873,0.549893982,1.134060913,-1.438422852,4,0.563178223,1.175242554,-1.43889563,15.08442116,0.550038147,1.065474243,-1.324999268,4,0.565866394,1.11788501,-1.306313354,6.08971262,0.52431488,1.161146484,-1.329459106,4,0.539682251,1.175142456,-1.375422119,11.65109253,0.409931,1.04496582,-1.165467651,4,0.443910187,1.219926392,-1.245505737,7.492189407,0.266365204,1.34190332,-1.109323364,4,0.233147354,1.14243689,-0.987964783,4.28969717,0.320021942,0.956318542,-0.884510803,4,0.189538574,0.970170715,-0.940868103,3.451469421,0.227132309,0.979163818,-1.181455444,4,0.209742584,0.547946838,-1.254157593,4.581501961,0.196048477,0.339380219,-1.238856934,4,0.170157562,0.141025421,-1.209456055,13.75871086,0,0,0,-1,0.125516197,0.065885345,-1.087205688,5.983386993,0.171390244,0.067246704,-1.265234985,4,0.4277323,0.952349243,-1.094797729,4.850972176,0.437218079,0.526852844,-1.181508789,4,0.417388794,0.30373465,-1.166321289,4.417701244,0.389661682,0.123354012,-1.155055542,4,0.391328796,0.055283302,-1.226819702,3.121038675,0.38488858,0.092513405,-1.010145508,4,0.438507599,0.009268153,-1.158976929,12.28493214
135,2.987589415,0.470086515,0.972566247,-1.653600574,0.519825697,0.968414485,-1.662236452,0.421908478,1.367807129,-1.471095459,0.335447876,1.526238892,-1.368851929,4.173398495,0.437509308,1.503704712,-1.503193115,3.968792915,0.399284454,1.579872192,-1.398545776,3.456951857,0.339404663,1.366275879,-1.4960979,11.24836159,0.441543457,1.308656738,-1.513145874,29.78316116,0.508517792,1.356203125,-1.440201538,4.055928707,0.22799115,1.361294922,-1.260454102,3.536886692,0.199959671,1.281955444,-1.333501831,4,0.262848633,1.117518311,-1.351631958,7.44740963,0.313045898,1.029367798,-1.512187866,4,0,0,0,-1,0,0,0,-1,0.479841492,0.923980591,-1.576675659,6.044119358,0.515700073,0.962158203,-1.661565796,4,0.395156891,0.990288635,-1.609067993,5.362010956,0.428792023,1.019599548,-1.601147217,4,0.441506561,0.975826172,-1.54190564,42.6045723,0.47398999,0.956133423,-1.600623657,4,0.453090759,1.402502197,-1.1328479,5.543817997,0.551523743,1.326742065,-1.105865112,4,0.532348145,1.119157349,-1.107689697,6.976729393,0.559568176,1.093435547,-1.196945679,4,0.538138062,1.06544397,-1.424738892,14.20179367,0.551075378,1.145716919,-1.464641846,4,0.547768127,1.124130615,-1.433643311,4.871132374,0.561660767,1.169194092,-1.439270264,4,0.549409424,1.06181189,-1.324847778,6.735613346,0.564828186,1.113263062,-1.306807739,4,0.521068115,1.152791504,-1.326411133,6.829055309,0.537296509,1.169110596,-1.37427356,4,0.410127655,1.043369995,-1.163535767,16.35646057,0.443842194,1.215893799,-1.246071411,4,0,0,0,-1,0.234529602,1.142136719,-0.985292358,4,0.320895599,0.956147461,-0.881173035,15.4910593,0.190549393,0.969830017,-0.936801758,4,0.227182404,0.978367676,-1.178040527,4.608227253,0.210231049,0.548059265,-1.251940063,4,0.196357742,0.339553467,-1.23812854,3.909317255,0.170259018,0.140809189,-1.209066406,4,0,0,0,-1,0.125681862,0.065710503,-1.08706665,4,0.171308655,0.067362106,-1.265303955,3.478465796,0.42821817,0.951782349,-1.091322144,4,0.436756592,0.526097656,-1.180278687,7.503539562,0.418082306,0.303895325,-1.166264526,4,0.389664703,0.123008049,-1.155065186,10.47528172,0.391344238,0.055141575,-1.226860107,4,0.385207306,0.09234523,-1.010080994,8.351980209,0.438625824,0.009083033,-1.158987915,4
